"local_id","p_agegp","agegp1","agegp2","agegp3","agegp4","agegp5"
13800499,"agegp4",NA,NA,NA,5,NA
13800500,"agegp5",NA,NA,1,3,3
13800501,"agegp5",NA,NA,2,2,1
13800502,"agegp4",NA,NA,NA,5,2
13800503,"agegp5",NA,1,NA,3,3
13800504,"agegp5",NA,NA,NA,2,3
13800505,"agegp4",NA,NA,1,4,1
13800506,"agegp3",NA,NA,4,2,1
13800507,"agegp3",NA,NA,6,5,2
13800508,"agegp3",NA,NA,7,2,2
13800509,"agegp4",NA,NA,2,3,NA
13800510,"agegp3",NA,NA,6,3,NA
13800511,"agegp5",1,NA,1,4,3
13800512,"agegp5",NA,NA,2,3,NA
13800513,"agegp5",NA,NA,NA,4,1
13800514,"agegp5",NA,NA,2,2,3
13800515,"agegp4",NA,1,1,6,2
13800516,"agegp4",NA,NA,NA,3,4
13800517,"agegp5",NA,1,NA,4,NA
13800518,"agegp5",NA,NA,NA,3,1
13800519,"agegp5",NA,2,NA,5,NA
13800520,"agegp5",NA,2,NA,6,4
13800521,"agegp5",NA,NA,2,2,NA
13800522,"agegp5",NA,NA,NA,2,2
13800523,"agegp5",NA,NA,NA,5,2
13800524,"agegp4",NA,NA,1,3,NA
13800525,"agegp4",1,1,1,3,2
13800526,"agegp4",NA,NA,NA,5,5
13800527,"agegp4",NA,NA,3,4,3
13800528,"agegp3",NA,NA,3,3,NA
13800529,"agegp5",NA,NA,NA,2,1
13800530,"agegp2",NA,4,NA,2,1
13800531,"agegp5",NA,NA,NA,3,NA
13800532,"agegp4",NA,NA,NA,3,1
13800533,"agegp4",NA,NA,NA,4,1
13800534,"agegp4",1,1,NA,3,3
13800535,"agegp3",NA,NA,NA,4,2
13800536,"agegp3",NA,NA,5,3,NA
13800537,"agegp2",NA,NA,2,2,1
13800538,"agegp5",NA,1,1,2,NA
13800539,"agegp2",NA,7,1,2,NA
13800540,"agegp4",NA,NA,1,7,NA
13800541,"agegp4",NA,NA,1,7,NA
13800542,"agegp4",NA,NA,NA,2,2
13800543,"agegp5",NA,NA,NA,6,1
13800544,"agegp2",NA,3,1,4,5
13800545,"agegp2",NA,4,3,2,2
13800546,"agegp5",NA,NA,NA,3,NA
13800547,"agegp4",NA,1,NA,2,2
13800548,"agegp4",NA,NA,NA,3,2
13800549,"agegp5",NA,NA,3,9,1
13800550,"agegp5",NA,NA,NA,5,1
13800551,"agegp4",NA,NA,NA,6,2
13800552,"agegp4",NA,NA,1,2,3
13800553,"agegp4",NA,NA,NA,10,NA
13800554,"agegp4",NA,NA,2,5,NA
13800555,"agegp4",NA,NA,NA,2,2
13800556,"agegp3",NA,NA,6,4,NA
13800557,"agegp2",NA,NA,9,4,1
13800558,"agegp4",NA,1,NA,5,NA
13800559,"agegp4",1,NA,NA,2,2
13800560,"agegp4",NA,NA,NA,3,1
13800561,"agegp4",NA,NA,NA,4,1
13800562,"agegp5",NA,NA,NA,3,1
13800563,"agegp3",NA,NA,6,2,1
13800564,"agegp4",NA,NA,2,6,1
13800565,"agegp4",NA,NA,NA,6,NA
13800566,"agegp4",NA,NA,NA,4,2
13800567,"agegp4",NA,1,NA,7,2
13800568,"agegp3",NA,NA,3,10,1
13800569,"agegp3",NA,NA,6,1,NA
13800570,"agegp5",NA,NA,1,5,1
13800571,"agegp2",NA,NA,1,6,1
13800572,"agegp4",NA,NA,1,5,1
13800573,"agegp4",NA,NA,NA,7,3
13800574,"agegp4",NA,NA,1,4,1
13800575,"agegp3",NA,NA,5,2,NA
13800576,"agegp4",NA,NA,2,4,2
13800577,"agegp3",NA,NA,6,1,1
13800578,"agegp4",NA,NA,1,10,3
13800579,"agegp4",NA,1,NA,6,1
13800580,"agegp5",NA,1,1,1,3
13800581,"agegp4",NA,NA,NA,3,1
13800582,"agegp5",NA,NA,1,2,1
13800583,"agegp2",NA,NA,NA,3,2
13800584,"agegp2",NA,2,10,4,NA
13800585,"agegp3",NA,NA,7,2,NA
13800586,"agegp5",NA,3,2,4,2
13800587,"agegp4",NA,NA,NA,7,2
13800588,"agegp5",NA,NA,NA,4,3
13800589,"agegp4",NA,NA,1,5,2
13800590,"agegp5",NA,NA,NA,8,1
13800591,"agegp4",NA,NA,1,10,1
13800592,"agegp4",NA,NA,2,6,NA
13800593,"agegp3",NA,NA,5,2,NA
13800594,"agegp4",NA,1,1,4,NA
13800595,"agegp3",NA,NA,9,6,NA
13800596,"agegp2",NA,NA,NA,4,2
13800597,"agegp2",NA,NA,1,5,2
13800598,"agegp4",NA,NA,NA,6,2
13800599,"agegp4",NA,NA,2,3,NA
13800600,"agegp4",NA,1,NA,6,2
13800601,"agegp2",NA,NA,2,4,2
13800602,"agegp5",NA,NA,NA,3,1
13800603,"agegp5",NA,NA,NA,4,1
13800604,"agegp3",NA,NA,4,2,1
13800605,"agegp4",NA,NA,2,9,4
13800606,"agegp5",NA,1,NA,5,NA
13800607,"agegp5",NA,NA,NA,2,3
13800608,"agegp3",NA,1,NA,3,2
13800609,"agegp2",NA,1,1,7,NA
13800610,"agegp2",NA,NA,NA,4,2
13800611,"agegp4",NA,NA,2,4,NA
13800612,"agegp3",NA,NA,7,4,1
13800613,"agegp2",NA,1,1,6,2
13800614,"agegp4",NA,NA,NA,4,4
13800615,"agegp4",NA,NA,NA,8,NA
13800616,"agegp4",NA,1,NA,13,1
13800617,"agegp4",NA,1,1,6,3
13800618,"agegp4",NA,1,3,8,3
13800619,"agegp5",NA,NA,2,3,2
13800620,"agegp4",NA,NA,1,9,2
13800621,"agegp3",NA,1,4,6,3
13800622,"agegp4",NA,1,2,8,3
13800623,"agegp3",NA,NA,6,2,NA
13800624,"agegp4",NA,NA,NA,5,1
13800625,"agegp4",2,NA,1,8,1
13800626,"agegp5",NA,NA,2,3,3
13800627,"agegp5",NA,NA,NA,3,5
13800628,"agegp2",NA,NA,2,4,3
13800629,"agegp3",NA,NA,7,3,1
13800630,"agegp4",NA,NA,2,15,3
13800631,"agegp5",NA,NA,NA,2,2
13800632,"agegp5",NA,NA,2,6,1
13800633,"agegp4",NA,NA,2,10,1
13800634,"agegp4",NA,NA,1,7,2
13800635,"agegp4",NA,NA,1,7,3
13800636,"agegp5",NA,NA,NA,3,NA
13800637,"agegp4",NA,NA,NA,4,2
13800638,"agegp4",NA,NA,2,5,2
13800639,"agegp2",1,1,5,2,2
13800640,"agegp2",NA,1,2,2,2
13800641,"agegp3",NA,NA,7,2,1
13800642,"agegp3",NA,1,7,3,1
13800643,"agegp3",NA,NA,3,6,2
13800644,"agegp5",NA,NA,3,6,2
13800645,"agegp5",NA,NA,NA,6,2
13800646,"agegp3",NA,1,NA,5,2
13800647,"agegp4",NA,NA,NA,5,1
13800648,"agegp5",NA,2,2,3,4
13800649,"agegp4",NA,NA,NA,11,2
13800650,"agegp4",NA,NA,NA,4,1
13800651,"agegp4",NA,1,NA,4,2
13800652,"agegp5",NA,NA,1,3,NA
13800653,"agegp5",NA,NA,NA,3,4
13800654,"agegp4",NA,NA,NA,8,1
13800655,"agegp3",NA,NA,NA,8,2
13800656,"agegp4",NA,1,NA,14,NA
13800657,"agegp4",NA,NA,1,13,NA
13800658,"agegp5",NA,1,1,3,1
13800659,"agegp5",NA,NA,NA,2,2
13800660,"agegp3",NA,NA,6,3,1
13800661,"agegp4",NA,NA,NA,8,2
13800662,"agegp3",NA,NA,6,NA,1
13800663,"agegp5",NA,NA,1,4,3
13800664,"agegp2",NA,NA,2,3,2
13800665,"agegp4",NA,NA,1,5,NA
13800666,"agegp2",1,1,NA,3,2
13800667,"agegp5",NA,NA,3,4,4
13800668,"agegp4",1,NA,2,4,2
13800669,"agegp4",NA,NA,1,10,1
13800670,"agegp4",NA,NA,NA,7,2
13800671,"agegp3",1,1,8,2,1
13800672,"agegp3",NA,NA,2,2,1
13800673,"agegp5",NA,NA,NA,3,1
13800674,"agegp4",NA,2,NA,5,2
13800675,"agegp2",1,1,NA,10,2
13800676,"agegp4",NA,NA,3,4,1
13800677,"agegp3",NA,1,6,5,NA
13800678,"agegp4",NA,NA,4,3,1
13800679,"agegp2",NA,2,3,4,2
13800680,"agegp4",1,1,NA,6,2
13800681,"agegp4",NA,1,NA,8,1
13800682,"agegp5",NA,NA,NA,8,1
13800683,"agegp5",NA,2,NA,5,2
13800684,"agegp3",NA,1,8,2,NA
13800685,"agegp5",NA,1,1,3,NA
13800686,"agegp5",NA,NA,NA,3,2
13800687,"agegp2",NA,2,3,4,1
13800688,"agegp4",NA,1,NA,5,2
13800689,"agegp4",NA,2,NA,14,3
13800690,"agegp5",NA,1,1,4,1
13800691,"agegp4",NA,NA,1,8,1
13800692,"agegp3",NA,NA,7,4,NA
13800693,"agegp3",NA,1,4,1,2
13800694,"agegp3",NA,NA,7,5,NA
13800695,"agegp4",NA,NA,NA,8,2
13800696,"agegp3",NA,NA,8,3,1
13800697,"agegp3",NA,NA,11,2,NA
13800698,"agegp5",NA,1,1,4,NA
13800699,"agegp3",NA,1,8,3,NA
13800700,"agegp5",NA,NA,2,3,1
13800701,"agegp4",NA,1,NA,4,1
13800702,"agegp5",NA,NA,NA,2,2
13800703,"agegp4",NA,2,6,2,3
13800704,"agegp2",NA,1,2,6,2
13800705,"agegp4",NA,1,NA,7,2
13800706,"agegp4",NA,NA,1,4,3
13800707,"agegp2",NA,4,1,5,1
13800708,"agegp3",NA,NA,12,3,NA
13800709,"agegp4",NA,NA,NA,7,1
13800710,"agegp3",NA,NA,8,1,1
13800711,"agegp4",NA,NA,4,6,NA
13800712,"agegp2",NA,4,1,3,NA
13800713,"agegp3",NA,1,6,3,2
13800714,"agegp5",NA,NA,4,1,1
13800715,"agegp4",NA,NA,2,2,3
13800716,"agegp4",NA,1,NA,5,3
13800717,"agegp3",NA,NA,5,5,2
13800718,"agegp4",NA,NA,2,6,1
13800719,"agegp3",NA,1,2,5,3
13800720,"agegp3",NA,NA,1,3,NA
13800721,"agegp3",NA,NA,10,2,NA
13800722,"agegp3",NA,NA,5,1,2
13800723,"agegp2",NA,2,4,5,NA
13800724,"agegp3",1,NA,6,3,2
13800725,"agegp4",NA,1,1,10,1
13800726,"agegp4",NA,NA,1,3,NA
13800727,"agegp3",NA,1,8,3,NA
13800728,"agegp4",NA,NA,1,6,1
13800729,"agegp4",NA,NA,1,3,2
13800730,"agegp2",NA,NA,1,5,3
13800731,"agegp4",NA,2,1,8,1
13800732,"agegp4",NA,NA,1,13,NA
13800733,"agegp2",2,1,NA,5,1
13800734,"agegp4",NA,NA,NA,7,NA
13800735,"agegp3",NA,NA,3,1,2
13800736,"agegp4",NA,1,1,5,NA
13800737,"agegp4",NA,NA,NA,3,4
13800738,"agegp2",NA,2,5,2,1
13800739,"agegp5",NA,NA,1,3,1
13800740,"agegp4",NA,1,3,9,2
13800741,"agegp5",NA,NA,1,1,2
13800742,"agegp3",NA,NA,5,3,NA
13800743,"agegp3",NA,1,7,2,NA
13800744,"agegp4",NA,1,1,4,NA
13800745,"agegp5",NA,NA,2,2,1
13800746,"agegp2",NA,2,1,3,NA
13800747,"agegp3",NA,1,4,5,1
13800748,"agegp5",NA,NA,1,2,2
13800749,"agegp5",NA,NA,NA,5,2
13800750,"agegp2",NA,2,1,4,NA
13800751,"agegp5",NA,NA,NA,8,2
13800752,"agegp2",1,NA,NA,4,2
13800753,"agegp3",NA,1,5,2,2
13800754,"agegp5",NA,NA,NA,2,3
13800755,"agegp3",NA,NA,3,NA,2
13800756,"agegp4",NA,NA,1,7,2
13800757,"agegp5",NA,NA,NA,6,2
13800758,"agegp2",NA,NA,2,4,1
13800759,"agegp5",NA,NA,1,4,4
13800760,"agegp3",NA,NA,3,3,3
13800761,"agegp5",NA,NA,1,6,3
13800762,"agegp4",NA,NA,3,7,NA
13800763,"agegp4",NA,NA,NA,5,2
13800764,"agegp4",NA,NA,NA,5,2
13800765,"agegp4",NA,NA,4,6,1
13800766,"agegp3",NA,NA,4,5,2
13800767,"agegp2",NA,NA,2,6,2
13800768,"agegp4",NA,NA,NA,7,NA
13800769,"agegp2",NA,1,2,4,1
13800770,"agegp2",NA,2,1,5,1
13800771,"agegp2",NA,NA,1,4,1
13800772,"agegp3",NA,NA,4,6,1
13800773,"agegp4",NA,NA,2,4,NA
13800774,"agegp5",NA,NA,1,4,2
13800775,"agegp2",NA,NA,1,3,1
13800776,"agegp4",NA,NA,2,7,NA
13800777,"agegp4",NA,NA,1,4,NA
13800778,"agegp4",NA,NA,NA,4,2
13800779,"agegp5",NA,3,NA,8,6
13800780,"agegp5",NA,NA,1,6,5
13800781,"agegp3",NA,NA,2,1,2
13800782,"agegp5",NA,NA,NA,4,NA
13800783,"agegp5",NA,NA,NA,5,1
13800784,"agegp4",NA,NA,1,2,NA
13800785,"agegp4",NA,NA,NA,3,2
13800786,"agegp4",NA,NA,NA,4,NA
13800787,"agegp3",NA,NA,2,2,NA
13800788,"agegp5",NA,1,NA,4,2
13800789,"agegp3",NA,NA,5,2,1
13800790,"agegp3",NA,NA,4,3,NA
13800791,"agegp5",NA,NA,NA,6,NA
13800792,"agegp4",NA,NA,NA,2,2
13800793,"agegp3",NA,NA,3,2,NA
13800794,"agegp5",NA,1,NA,3,3
13800795,"agegp3",NA,NA,4,1,1
13800796,"agegp2",NA,3,1,4,NA
13800797,"agegp3",NA,1,4,3,NA
13800798,"agegp4",NA,NA,1,8,1
13800799,"agegp4",NA,NA,1,6,NA
13800800,"agegp4",NA,1,1,10,NA
13800801,"agegp3",NA,NA,5,3,NA
13800802,"agegp5",NA,1,NA,5,4
13800803,"agegp4",NA,NA,NA,8,NA
13800804,"agegp4",NA,NA,NA,5,2
13800805,"agegp5",NA,NA,1,NA,3
13800806,"agegp3",NA,NA,6,2,NA
13800807,"agegp2",NA,4,NA,4,2
13800808,"agegp4",NA,NA,NA,4,2
13800809,"agegp3",NA,NA,2,1,1
13800810,"agegp3",NA,NA,5,4,NA
13800811,"agegp4",NA,1,1,4,NA
13800812,"agegp3",NA,NA,3,1,2
13800813,"agegp5",NA,NA,NA,5,NA
13800814,"agegp4",NA,NA,1,3,1
13800815,"agegp4",NA,2,1,5,NA
13800816,"agegp3",NA,NA,3,3,NA
13800817,"agegp3",NA,NA,4,2,NA
13800818,"agegp5",NA,NA,1,4,2
13800819,"agegp5",NA,NA,NA,5,NA
13800820,"agegp4",NA,NA,NA,8,2
13800821,"agegp5",NA,1,1,2,NA
13800822,"agegp4",NA,1,1,6,NA
13800823,"agegp5",NA,NA,1,2,1
13800824,"agegp4",NA,1,NA,2,2
13800825,"agegp4",NA,NA,2,5,1
13800826,"agegp5",NA,NA,2,3,1
13800827,"agegp4",NA,NA,1,4,NA
13800828,"agegp3",NA,2,5,3,1
13800829,"agegp2",NA,5,1,4,NA
13800830,"agegp5",NA,NA,NA,3,4
13800831,"agegp4",NA,NA,NA,7,NA
13800832,"agegp4",NA,NA,NA,4,2
13800833,"agegp4",NA,1,NA,8,NA
13800834,"agegp4",NA,NA,1,8,NA
13800835,"agegp3",NA,1,2,3,2
13800836,"agegp2",NA,NA,2,2,1
13800837,"agegp4",NA,NA,1,3,3
13800838,"agegp3",NA,NA,3,2,NA
13800839,"agegp3",NA,NA,4,5,NA
13800840,"agegp4",NA,NA,3,4,1
13800841,"agegp2",1,1,NA,3,2
13800842,"agegp3",NA,NA,4,2,NA
13800843,"agegp4",NA,NA,NA,5,2
13800844,"agegp4",NA,1,1,2,1
13800845,"agegp4",NA,NA,1,2,1
13800846,"agegp4",NA,NA,NA,4,NA
13800847,"agegp3",NA,NA,5,2,NA
13800848,"agegp4",NA,NA,2,6,1
13800849,"agegp4",NA,NA,3,2,NA
13800850,"agegp4",NA,NA,1,10,3
13800851,"agegp4",NA,NA,1,10,1
13800852,"agegp3",NA,1,3,5,3
13800853,"agegp4",NA,NA,2,6,1
13800854,"agegp4",NA,1,1,6,2
13800855,"agegp3",NA,NA,1,7,NA
13800856,"agegp4",NA,NA,2,3,NA
13800857,"agegp3",NA,1,3,5,NA
13800858,"agegp4",NA,NA,2,5,NA
13800859,"agegp3",NA,1,4,2,1
13800860,"agegp4",NA,NA,1,5,2
13800861,"agegp4",NA,1,1,4,NA
13800862,"agegp5",NA,NA,NA,4,1
13800863,"agegp4",NA,1,NA,5,2
13800864,"agegp4",NA,NA,2,4,NA
13800865,"agegp4",NA,NA,2,1,2
13800866,"agegp4",NA,NA,NA,5,NA
13800867,"agegp2",NA,1,1,4,2
13800868,"agegp4",NA,NA,NA,3,2
13800869,"agegp4",NA,NA,NA,4,NA
13800870,"agegp4",NA,NA,NA,5,NA
13800871,"agegp4",NA,NA,NA,4,NA
13800872,"agegp2",NA,NA,1,5,NA
13800873,"agegp4",NA,NA,NA,2,2
13800874,"agegp3",NA,NA,3,2,NA
13800875,"agegp5",NA,NA,NA,2,4
13800876,"agegp4",NA,NA,NA,6,3
13800877,"agegp4",NA,1,NA,2,3
13800878,"agegp5",NA,NA,NA,1,5
13800879,"agegp5",NA,NA,NA,1,5
13800880,"agegp5",NA,NA,1,NA,4
13800881,"agegp4",NA,NA,NA,2,3
13800882,"agegp4",NA,NA,NA,4,1
13800883,"agegp4",NA,1,NA,7,1
13800884,"agegp2",NA,NA,2,2,NA
13800885,"agegp3",NA,NA,4,2,1
13800886,"agegp4",NA,NA,1,3,1
13800887,"agegp4",NA,NA,NA,1,2
13800888,"agegp4",NA,NA,NA,4,2
13800889,"agegp2",NA,NA,1,4,NA
13800890,"agegp3",NA,NA,3,3,1
13800891,"agegp5",NA,NA,5,NA,1
13800892,"agegp4",NA,NA,NA,4,1
13800893,"agegp3",NA,1,1,3,1
13800894,"agegp5",NA,2,1,5,NA
13800895,"agegp4",NA,NA,3,5,1
13800896,"agegp5",NA,NA,NA,2,1
13800897,"agegp5",NA,NA,1,4,2
13800898,"agegp4",NA,1,NA,4,2
13800899,"agegp2",NA,NA,1,3,NA
13800900,"agegp4",NA,NA,1,3,2
13800901,"agegp5",NA,1,1,3,2
13800902,"agegp2",NA,1,NA,4,1
13800903,"agegp3",NA,NA,1,3,NA
13800904,"agegp4",NA,NA,3,3,NA
13800905,"agegp5",NA,1,NA,5,1
13800906,"agegp2",NA,NA,NA,4,2
13800907,"agegp2",NA,1,NA,4,1
13800908,"agegp3",NA,NA,2,1,2
13800909,"agegp4",NA,NA,NA,3,1
13800910,"agegp5",NA,NA,2,3,1
13800911,"agegp5",NA,NA,NA,1,2
13800912,"agegp4",NA,NA,2,6,2
13800913,"agegp4",NA,NA,NA,5,2
13800914,"agegp3",NA,NA,4,3,2
13800915,"agegp2",NA,NA,2,3,2
13800916,"agegp4",NA,NA,NA,10,2
13800917,"agegp4",NA,NA,1,6,2
13800918,"agegp5",NA,NA,NA,2,2
13800919,"agegp4",NA,NA,NA,4,1
13800920,"agegp4",NA,1,NA,7,1
13800921,"agegp3",NA,NA,1,8,1
13800922,"agegp3",NA,NA,6,5,NA
13800923,"agegp2",NA,NA,NA,6,NA
13800924,"agegp4",NA,1,1,4,2
13800925,"agegp5",NA,NA,1,4,3
13800926,"agegp3",NA,1,4,2,NA
13800927,"agegp4",NA,NA,NA,2,2
13800928,"agegp4",NA,NA,NA,3,1
13800929,"agegp4",NA,1,1,8,2
13800930,"agegp4",NA,NA,NA,3,2
13800931,"agegp2",NA,NA,1,2,1
13800932,"agegp4",NA,NA,2,2,1
13800933,"agegp4",NA,NA,1,2,2
13800934,"agegp3",NA,NA,3,5,NA
13800935,"agegp3",NA,NA,4,2,NA
13800936,"agegp4",NA,NA,NA,3,2
13800937,"agegp2",NA,NA,1,3,1
13800938,"agegp3",NA,1,2,3,NA
13800939,"agegp5",NA,NA,NA,2,1
13800940,"agegp3",NA,NA,2,2,NA
13800941,"agegp4",NA,NA,1,2,2
13800942,"agegp2",NA,2,1,1,NA
13800943,"agegp4",NA,1,NA,6,2
13800944,"agegp3",NA,NA,5,3,NA
13800945,"agegp4",NA,NA,2,4,NA
13800946,"agegp3",NA,NA,3,2,NA
13800947,"agegp4",NA,1,NA,4,NA
13800948,"agegp5",NA,NA,NA,2,1
13800949,"agegp3",NA,NA,3,2,NA
13800950,"agegp5",NA,1,NA,2,3
13800951,"agegp2",NA,1,NA,2,1
13800952,"agegp2",NA,NA,1,4,2
13800953,"agegp5",NA,NA,NA,4,NA
13800954,"agegp3",NA,NA,5,6,1
13800955,"agegp4",NA,NA,2,1,3
13800956,"agegp2",NA,NA,1,2,3
13800957,"agegp4",NA,NA,1,4,NA
13800958,"agegp3",NA,NA,3,2,NA
13800959,"agegp2",NA,NA,1,2,1
13800960,"agegp4",NA,NA,1,4,1
13800961,"agegp3",NA,NA,2,5,NA
13800962,"agegp5",NA,NA,NA,4,4
13800963,"agegp3",NA,NA,2,2,1
13800964,"agegp2",NA,NA,NA,4,2
13800965,"agegp3",NA,3,2,7,2
13800966,"agegp3",NA,NA,3,5,3
13800967,"agegp4",NA,NA,3,2,2
13800968,"agegp5",NA,NA,NA,10,1
13800969,"agegp5",1,NA,NA,6,1
13800970,"agegp4",NA,2,NA,5,NA
13800971,"agegp3",NA,3,NA,6,NA
13800972,"agegp4",NA,2,NA,5,NA
13800973,"agegp4",NA,2,NA,6,NA
13800974,"agegp2",NA,2,1,4,NA
13800975,"agegp4",NA,NA,NA,8,NA
13800976,"agegp4",NA,2,1,7,NA
13800977,"agegp4",NA,2,NA,6,NA
13800978,"agegp3",NA,NA,4,4,NA
13800979,"agegp4",NA,NA,2,8,1
13800980,"agegp4",NA,NA,1,6,NA
13800981,"agegp5",NA,NA,NA,3,NA
13800982,"agegp4",NA,2,NA,3,2
13800983,"agegp1",NA,1,NA,4,1
13800984,"agegp4",NA,NA,NA,4,2
13800985,"agegp3",NA,NA,6,1,1
13800986,"agegp3",NA,1,4,3,NA
13800987,"agegp3",NA,NA,6,2,NA
13800988,"agegp3",NA,1,4,3,NA
13800989,"agegp4",NA,NA,1,5,3
13800990,"agegp2",NA,NA,NA,2,1
13800991,"agegp2",NA,NA,2,2,1
13800992,"agegp3",NA,NA,5,3,2
13800993,"agegp4",NA,NA,2,3,3
13800994,"agegp3",NA,NA,2,3,3
14900001,"agegp4",NA,NA,1,2,NA
14900002,"agegp4",NA,NA,3,1,NA
14900003,"agegp5",NA,NA,2,3,2
14900004,"agegp4",1,NA,2,2,1
14900005,"agegp5",NA,NA,1,1,1
14900006,"agegp5",NA,1,NA,4,3
